restaurant_name,avg_review_score,street,zip_code,city_name,type_of_cuisine,minimum_order_value,delivery_fee,pricyness,latitude,longitude,avg_delivery_time
Huong Que - Mitte,9.0,Weinbergsweg 27,10119,Berlin,"['vietnamese', 'asian', 'rice']",10.00,1.90Min.,€€,52.530323271089586,13.401492579761001,
Jigi Poke Mitte,8.8,Rosenthaler 69,10119,Berlin,"['bowl', 'poke', 'fresh']",10.00,1.90Min.,€€,52.52875640803166,13.402202582625035,
Saravanaa Bhavan Berlin,8.6,Potsdamer Platz 5,10785,Berlin,"['indian', 'vegetarian', 'vegan']",10.00,1.90Min.,€€,52.510509,13.3761878,
VietBowl Potsdamer Platz,8.6,Marlene-Dietrich-Platz 1,10785,Berlin,"['vietnamese', 'pho', 'curry']",10.00,1.90Min.,€€,52.5070442,13.3720023,
O'Tacos Berlin Spandauer Str.,7.4,This is a virtual venue,10178,Berlin,"['french', 'mexican', 'wrap']",10.00,1.90Min.,€€,52.5206084,13.404795,
Burger Vision Torstraße,8.4,Torstraße 128,10119,Berlin,"['burger', 'veggie burger', 'fries']",10.00,1.90Min.,€€,52.5293856,13.4004516,
Son Kitchen Foodtruck,8.6,Varian-Fry-Straße ,10785,Berlin,"['korean', 'street food', 'asian']",10.00,1.90Min.,€€,52.5088036,13.3742494,
Simela,8.6,Koppenplatz 1,10115,Berlin,"['pizza', 'salad', 'gluten free']",10.00,1.90Min.,€€,52.5275297,13.3981443,
Good Morning Vietnam,9.0,Alte Schönhauser Str. 60,10119,Berlin,"['asian', 'vietnamese']",10.00,1.90Min.,€€,52.52839669999999,13.409406,
Tuans Huette,9.0,Dircksenstraße 40,10178,Berlin,"['thai', 'sushi', 'asian']",10.00,1.90Min.,€€,52.523608,13.4069478,
Mundo,8.4,Zimmerstr. 19,10969,Berlin,"['tapas', 'Latin American', 'burger']",10.00,1.90Min.,€€,52.5075063,13.3895957,
Pinocchio Berlin,8.0,Alexanderplatz 2,10178,Berlin,"['italian', 'pizza']",10.00,1.90Min.,€€,52.52082559999999,13.4144639,
Nihombashi,7.8,Weinbergsweg 4,10119,Berlin,"['ramen', 'japanese', 'salmon']",10.00,deliveryMin.,€€,52.5307021,13.4023004,
BURGERS BURGERS Mitte,8.6,Brückenstraße 1A,10179,Berlin,"['burger', 'fries', 'hamburger']",10.00,1.90Min.,€€,52.51158751982628,13.416926842325902,
Pockets,8.6,Torstraße 189,10115,Berlin,"['mediterranean', 'israeli', 'meze']",10.00,1.90Min.,€€,52.52842494597571,13.392690086507711,
MEATBALLERY,,Elisabeth-Schwarzhaupt-Platz 5,10115,Berlin,"['european', 'meatballs', 'pasta']",10.00,1.90Min.,€€,52.5326499,13.3876973,
Indian Village,8.2,Dircksenstraße 94,10178,Berlin,"['curry', 'indian', 'rice']",10.00,1.90Min.,€€,52.5181633,13.4153644,
Eat Culture,8.6,Dircksenstraße 2,10178,Berlin,"['salad', 'fresh', 'smoothie']",10.00,1.90Min.,€€,52.5216144,13.411286,
Namu Sushi,8.0,Oranienburger Str. 17,10178,Berlin,"['asian', 'sushi', 'japanese']",10.00,1.90Min.,€€,52.5240721,13.3975879,
Chef's,8.8,Weinbergsweg 5,10119,Berlin,"['pasta', 'salad', 'breakfast']",10.00,1.90Min.,€€,52.5307281,13.402446,
Tiger Ramen,7.4,This is a virtual venue,10119,Berlin,"['ramen', 'asian', 'soup']",10.00,deliveryMin.,€€,52.5307021,13.4023004,
Paulaner Wirtshaus Berlin Potsdamer Platz,8.4,Alte Potsdamer Str. 1,10785,Berlin,"['european', 'meat', 'beer']",10.00,1.90Min.,€€,52.508671,13.3753261,
BrewDog Berlin Mitte,8.0,Ackerstraße 29,10115,Berlin,"['beer', 'pizza', 'american']",10.00,1.90Min.,€€,52.532829205434375,13.395768525794837,
Com Viet Berlin,7.8,Münzstraße 3,10178,Berlin,"['vietnamese', 'sushi', 'rice']",10.00,1.90Min.,€€,52.5239938,13.408986,
Bao Burger by District Mot,7.6,This is a virtual venue,10119,Berlin,"['vietnamese', 'burger', 'bao']",10.00,1.90Min.,€€,52.527961,13.4030479,
Amrit Mitte,8.4,Oranienburger Straße 45,10117,Berlin,"['indian', 'curry', 'naan']",10.00,1.90Min.,€€€,52.525917599997776,13.389576901189136,
Mr. Vertigo,8.4,Chausseestraße 17,10115,Berlin,"['breakfast', 'brunch', 'lunch']",10.00,1.90Min.,€€,52.5300558,13.3842739,
Bar Internazionale,8.2,Rosa-Luxemburg-Str. 31,10178, Berlin,"['italian', 'pizza', 'pasta']",10.00,1.90Min.,€€,52.52628499999999,13.4109594,
Aiko Sushi,8.4,Brunnenstraße 193,10119,Berlin,"['sushi', 'japanese']",10.00,1.90Min.,€€€,52.53053882332101,13.400382578829035,
Hans im Glück Berlin Hauptbahnhof,8.2,Europaplatz 1,10557,Berlin,"['burger', 'grill', 'american']",10.00,1.90Min.,€€,52.5254009639078,13.369513069171635,
pao pao Modern Tea,9.2,Rosenthaler Str. 66,10119,Berlin,"['bubble tea', 'drinks', 'tea']",10.00,1.90Min.,€€,52.5284291,13.40252,
Viet Street - Sushi Bar,8.8,Dirckenstr. 93,10178,Berlin,"['vietnamese', 'sushi', 'asian']",10.00,1.90Min.,€€,52.5180296,13.4154194,
Wrapublic Mitte,8.8,Torstraße 118,10119,Berlin,"['lunch', 'wrap', 'work lunch']",10.00,1.90Min.,€€,52.5295128,13.4021367,
Aloha Poke Berlin,,Washingtonplatz 3,10557,Berlin,"['poke', 'pokebowl', 'salad']",10.00,1.90Min.,€€,52.523606500000014,13.369197899999994,
KAIMUG - Foodfactory Cube,8.2,Washingtonpl. 3,10557,Berlin,"['thai', 'asian', 'sushi']",10.00,1.90Min.,€€,52.52366857353486,13.369385654631834,
Happy Buddha,7.4,Schlegel Straße 22,10115,Berlin,"['indian', 'curry', 'rice']",10.00,1.90Min.,€€,52.53034265713895,13.38685159671559,
Babami,8.2,Zimmerstraße 23,10969,Berlin,"['vietnamese', 'asian', 'soup']",10.00,1.90Min.,€€,52.5075736,13.3914197,
Salami Social Club II,7.8,Schönhauser Allee 176,10119,Berlin,"['pizza', 'italian', 'vegetarian']",10.00,1.90Min.,€€,52.53172205551587,13.412003162761234,
PUFFLE BEES,9.2,Brunnenstraße 165,10119,Berlin,['dessert'],10.00,1.90Min.,€€,52.533995,13.3980013,
Burgerzimmer X,7.8,Heinrich-Heine-Straße 36,10179,Berlin,"['burger', 'hotdog', 'fries']",10.00,1.90Min.,€€,52.5057895,13.4121294,
Vedang - plant burger (Mall of Berlin),9.0,Leipziger Pl. 12,10117,Berlin,"['burger', 'vegan', 'fries']",,,€€€,52.5102491,13.3799541,
Rises Deliciacies,9.0,Veteranenstraße 25,10119,Berlin,"['baklava', 'wine', 'cheese']",10.00,1.90Min.,€€,52.53302849816972,13.400146279167359,
Nem&More,8.0,Brückenstraße 3,10179,Berlin,"['asian', 'vietnamese', 'bowl']",10.00,1.90Min.,€€,52.51209410680064,13.417184344174453,
Izumi Restaurant-Sushi Bar,8.2,Kronenstraße 66,10117,Berlin,"['sushi', 'salmon', 'fish']",10.00,1.90Min.,€€€,52.51128484392625,13.388770914462679,
 Hofbräu Wirtshaus Berlin,8.4,Karl-Liebknecht-Str. 30,10178,Berlin,"['european', 'schnitzel', 'german']",10.00,1.90Min.,€€€,52.5246416,13.4138208,
Ristorante Marea,7.4,Leipziger Platz 10,10117,Berlin,"['italian', 'pizza', 'pasta']",10.00,1.90Min.,€€€,52.50924990669846,13.37970100978669,
Sucre Et Sel,8.2,Torstrasse 132,10119,Berlin,"['french', 'european', 'bistro']",10.00,1.90Min.,€€€,52.5294179,13.4000347,
Delhi 6,8.4,Friedrichstraße 237,10969,Berlin,"['indian', 'curry', 'rice']",10.00,1.90Min.,€€€,52.50193897290694,13.391047288360232,
Al Contadino Mozzarella Bar & Bottega,9.2,Auguststraße 34,10119,Berlin,"['italian', 'Mozzarella', 'cheese']",10.00,1.90Min.,€€€,52.527649502593825,13.400837996222302,
Vegan Bashi,8.2,This is a virtual venue,10119,Berlin,"['sushi', 'vegan', 'asian']",10.00,deliveryMin.,€€€,52.5307021,13.4023004,
cafe camaleon,8.4,Rosenthalerstraße 53,10178,Berlin,"['café', 'cake', 'european']",10.00,1.90Min.,€€€,52.5258247,13.4038859,
Einstein Unter den Linden,8.8,Unter den Linden 42,10117,Berlin,"['german', 'schnitzel', 'salad']",10.00,1.90Min.,€€€€,52.5174343,13.3859139,
Vegian,,This is a virtual venue,10179,Berlin,"['beyondmeat', 'burger', 'cheese']",10.00,1.90Min.,€€,52.5115059,13.4169483,
MIBAP,9.2,This is a virtual venue,10179,Berlin,"['asian', 'fusion', 'bento']",10.00,1.90Min.,€€,52.5129513,13.4172072,
Maison Dang,8.2,Tucholskystraße 34,10117,Berlin,"['asian', 'vietnamese']",10.00,1.90Min.,€,52.52631535360692,13.393759968406496,
Chupenga - Burritos & Salads Georgenstr.,8.4,Georgenstraße 200,10117,Berlin,"['bowl', 'burrito', 'mexican']",10.00,1.90Min.,€,52.51995687003612,13.389513147222218,
auf die Hand - Friedrichstrasse,7.6,Friedrichstraße 63,10117,Berlin,"['european', 'salad', 'smoothie']",10.00,1.90Min.,€,52.51169119999999,13.3898889,
Angry Chicken - Mitte,8.8,Rosa-Luxemburg-Straße 7,10178,Berlin,"['chicken', 'korean', 'street food']",10.00,1.90Min.,€,52.5237938,13.4091964,
Aplo Greek Kitchen & Foods,7.8,Torstraße 118,10119,Berlin,"['greek', 'gyros', 'moussaka']",10.00,1.90Min.,€,52.5295128,13.4021367,
Lovebirds - Contemporary Pizza,8.4,Rosenthaler Straße 3,10119,Berlin,"['pizza', 'neapolitan pizza', 'italian']",10.00,1.90Min.,€,52.5287412,13.4018009,
Pizza Peppino,,Tucholskystraße 13,10117,Berlin,"['italian', 'pasta', 'pizza']",10.00,1.90Min.,€,52.52339332586772,13.391764043640274,
Hoongy,8.6,Chausseestraße 5,10115,Berlin,"['asian', 'sushi', 'fish']",10.00,1.90Min.,€€,52.5280788,13.3872605,
Mama Cook,8.6,Hedemannstraße 10,10969,Berlin,"['vietnamese', 'asian']",10.00,1.90Min.,€,52.50299,13.38859,
Cowei,8.6,James-Simon-Park 152,10178,Berlin,"['vietnamese', 'asian', 'japanese']",10.00,1.90Min.,€,52.5222596,13.3996438,
Coréen Restaurant,8.6,Torstraße 179,10115,Berlin,"['korean', 'bowl', 'ribs']",10.00,1.90Min.,€,52.52879,13.39407,
Steel Vintage Bikes Café Wilhemstr.,9.2,Wilhelmstraße 91,10117,Berlin,"['café', 'breakfast', 'coffee']",,,€,52.5126941,13.3822101,
bacg,8.6,Neue Schönhauser Str.,10178,Berlin,"['kebab', 'falafel', 'pita']",10.00,1.90Min.,€,52.52485032890104,13.405544419780236,
SUPERFOODS & ORGANIC LIQUIDS Mitte,6.8,Friedrichstraße 63,10117,Berlin,"['healthy', 'vegan', 'gluten free']",10.00,1.90Min.,€€,52.5117086966474,13.389806035124268,
Katchi Ice Cream (Hackescher Markt),,Oranienburger Strasse 89,10178,Berlin,"['ice cream', 'fresh', 'chocolate']",10.00,1.90Min.,€€,52.52355439999999,13.4005345,
Hasir Burger,8.2,Chausseestr.30 ,10115,Berlin,"['burgers', 'fries', 'american']",10.00,1.90Min.,€,52.5323728,13.3812135,
Quà Phê,9.4,Schendelgasse 9,10119,Berlin,"['vietnamese', 'bao', 'rice']",10.00,1.90Min.,€,52.52679045899932,13.408479274123787,
Caphe HOA,9.2,Stallschreiberstrasse 15,10179,Berlin,"['vegan', 'vegetarian', 'pho']",10.00,1.90Min.,€€,52.5064966,13.4082134,
dean&david Quartier 205,8.2,Mohrenstraße 50,10117,Berlin,"['salad', 'healthy', 'bowl']",10.00,1.90Min.,€€,52.51226659611019,13.390251283808636,
Minty's Fresh Food Bar,,Torstraße 178,10115,Berlin,"['breakfast', 'pastries', 'juice']",10.00,1.90Min.,€,52.52847496427177,13.394461747404078,
Linh Coffee Lab,9.0,Chausseestr. 19,10115,Berlin,"['coffee', 'breakfast', 'tea']",10.00,1.90Min.,€,52.5302259,13.3840856,
Toca Rouge,8.6,Torstraße 195,10115,Berlin,"['asian', 'chinese', 'seafood']",10.00,1.90Min.,€€,52.5282882,13.3919802,
CHIMNEYS,8.4,Brunnenstraße 173,10119,Berlin,"['cake', 'vegan', 'homemade meals']",10.00,1.90Min.,€,52.53288560000001,13.3984218,
Burgerwood,7.6,Reinhardtstraße 47,10117, Berlin,"['burger', 'salad', 'wrap']",10.00,1.90Min.,€,52.52213430971234,13.378588283074198,
Miu Lunch,,Reinhardtstraße 47 A,10117,Berlin,"['asian', 'pokebowl', 'curry']",10.00,1.90Min.,€,52.5221767,13.3781882,
Manngo,7.4,Mulackstraße 29,10119,Berlin,"['pho', 'noodles', 'soup']",10.00,1.90Min.,€,52.5273003,13.4056547,
Soy Restaurant,9.4,Rosa-Luxemburg-Straße 30,10178,Berlin,"['tapas', 'asian', 'vietnamese']",10.00,1.90Min.,€€,52.52601407098775,13.411483058480062,
Standard Serious Pizza - Mitte,7.4,Torstraße 102,10119,Berlin,"['pizza', 'italian', 'mediterranean']",,,€€,52.5294757,13.4039167,
Cocolo Ramen Mitte,9.2,Gipsstraße 3,10119,Berlin,"['ramen', 'soup', 'asian']",10.00,1.90Min.,€€,52.5271845,13.3993081,
Akito Sushi Express,8.8,Chausseestraße 116,10115,Berlin,"['sushi', 'bowl', 'japanese']",10.00,1.90Min.,€€,52.5300273,13.3834134,
Akito Sushi Bar,8.8,Reinhardtstraße 6, 1011, Berlin,"['japanese', 'bowl', 'sushi']",10.00,1.90Min.,€€,52.5239124,13.3867527,
Tasty Bistro,7.6,Rungestraße 14,10179,Berlin,"['pizza', 'pasta', 'salad']",10.00,1.90Min.,€,52.5122717,13.4182962,
MarcAnns,8.8,Invalidenstraße 114,10115,Berlin,"['french', 'baguette', 'galette']",10.00,1.90Min.,€€,52.5306911,13.3842847,
Reisfreude,9.0,Brückenstraße 1c,10179,Berlin,"['european', 'risotto', 'salad']",10.00,1.90Min.,€,52.51191129999999,13.4171379,
Spreegold Mitte,7.8,Rosa-Luxemburg-Straße 2,10178,Berlin,"['breakfast', 'burger', 'brunch']",10.00,1.90Min.,€€,52.5231703,13.4092207,
FACTORY GIRL,8.8,Auguststraße 29c,10119,Berlin,"['breakfast', 'brunch', 'healthy']",,,€€,52.5272762,13.3987744,
Van Long,8.4,Reinhardtstraße 8,10117,Berlin,"['vietnamese', 'asian', 'thai']",10.00,1.90Min.,€€,52.52379697423213,13.386434408597848,
Restaurant Aposto,8.0,Monbijouplatz 12,10178,Berlin,"['italian', 'pasta', 'pizza']",10.00,1.90Min.,€€,52.52256,13.39942,
Hayal Grill,9.2,Charlottenstraße 13,10969,Berlin,"['grill', 'hummus', 'turkish']",10.00,1.90Min.,€€,52.50701122999866,13.393112483191135,
St. Oberholz,8.4,Rosenthaler Str. 72a,10119,Berlin,"['coffee', 'icecoffee', 'cake']",10.00,1.90Min.,€€,52.52947318491223,13.401836958757409,
Creasian,7.6,Große Hamburger Straße 21,10115,Berlin,"['pho', 'salad', 'roll']",10.00,1.90Min.,€€,52.52424725298764,13.399283277399833,
Rotes Kamel,8.6, Hannah-Arendt-Str. 4,10117,Berlin,"['grill', 'Arabic', 'hummus']",10.00,1.90Min.,€€,52.5140041,13.3811706,
KAFFEEMITTE,9.0,Weinmeisterstraße 9a,10178,Berlin,"['breakfast', 'panini', 'spaghetti']",10.00,1.90Min.,€€,52.52521369999999,13.4061021,
Hopfingerbräu am Brandenburger Tor,,Ebertstraße 24,10117,Berlin,"['sausage', 'schnitzel', 'salad']",10.00,1.90Min.,€€,52.5172234,13.377556,
Eden - Vietnamese Restaurant,8.6,Rosenstraße 19,10178,Berlin,"['vietnamese', 'rice', 'bowl']",10.00,1.90Min.,€€,52.5216976,13.4049481,
Atame,9.2,Dircksenstraße 40,10178,Berlin,"['spanish', 'wine', 'cheese']",,,€€,52.52355832952749,13.40683685030174,
Yada Yada Breakfast Club,9.0,Köpenicker Str. 93,10179,Berlin,"['breakfast', 'waffles', 'pancakes']",10.00,1.90Min.,€€,52.5118344,13.4134833,
Ming Dynastie Mitte,9.2,Brückenstrasse 6,10179,Berlin,"['asian', 'fried rice', 'rice']",10.00,1.90Min.,€€,52.5134234,13.4181172,
Sons of Mana Mitte,8.6,Chausseestraße 19,10115,Berlin,"['poke', 'Hawaii', 'asian']",10.00,1.90Min.,€€,52.53019931058914,13.383765637415303,
Takumi'9 Sapporo,9.0,Chausseestraße 124,10115,Berlin,"['ramen', 'japanese', 'asian']",10.00,1.90Min.,€€,52.5290334,13.3846772,
Ryong,8.8,Torstraße 59,10119,Berlin,"['asian', 'bento', 'noodles']",10.00,1.90Min.,€€,52.52907725886125,13.40893395582038,
Cafe Fleury,9.2,Weinbergsweg 20,10119,Berlin,"['french', 'baguette', 'homemade']",10.00,1.90Min.,€€,52.53117446073856,13.402212173018816,
"YADA YADA baked potatoes,salads...and more",9.0,Kommandantenstraße 71,10117,Berlin,"['bowl', 'salad', 'burrito']",10.00,1.90Min.,€€,52.5086018,13.4033065,
Pizza-Scheune,8.4,Rosa-Luxemburg-Straße 49 ,10178,Berlin,"['pizza', 'italian', 'vegetable']",10.00,1.90Min.,€€,52.5280443,13.4099983,
Fam. Dang,8.0,Torstraße 125,10119,Berlin,"['vietnamese', 'pho', 'asian']",10.00,1.90Min.,€€,52.52974381102301,13.400502548444754,
Chopstix Mitte,9.0,Dircksenstraße 35,10178,Berlin,"['sushi', 'pho', 'asian']",10.00,1.90Min.,€€,52.5228184,13.4095516,
Ferrarino Pizza,8.6,Garnisonkirchpl. 2   on top written SIESTA coffee and more!,10178,Berlin,"['pizza', 'italian', 'mediterranean']",10.00,1.90Min.,€€,52.52000659999999,13.404954,
Nuovo Firenze,7.8,Invalidenstraße 6,10115,Berlin,"['pizza', 'pasta', 'fish']",10.00,1.90Min.,€€,52.5322276,13.3930809,
Djimalaya,9.0,Invalidenstraße 159,10115,Berlin,"['pita', 'israeli', 'Arabic']",10.00,1.90Min.,€€,52.5323523,13.3973485,
Hauptstadtburger,7.6,Leipziger Pl. 12,10117,Berlin,"['burger', 'fries', 'hamburger']",10.00,1.90Min.,€€,52.5102491,13.3799541,
GOOD BANK - Joachimstrasse,8.4,Joachimstrasse 17A,10119,Berlin,"['bowl', 'salad', 'healthy']",10.00,deliveryMin.,€€,52.527821,13.4004662,
Tiny's Pizza,8.2,Rosenthaler Straße 36,10178,Berlin,"['neapolitan pizza', 'pizza', 'italian']",10.00,1.90Min.,€€,52.52467990421904,13.40214651380219,
Ristorante Bonfini,7.0,Chausseestraße 15,10115,Berlin,"['italian', 'mucha pizza', 'pasta']",10.00,1.90Min.,€€,52.5295285,13.3848003,
VietBowl Mitte,,Zimmerstraße 69,10117,Berlin,"['vietnamese', 'pho', 'curry']",10.00,1.90Min.,€€,52.5080041,13.3928408,
Aitme ,,This is a virtual venue,10119,Berlin,"['mediterranean', 'bowl', 'lunch']",,,€€,52.5273961,13.3981992,
Berliner Marcus Bräu,8.4,"Münzstraße 1-3,",10178,Berlin,"['german', 'Schnitzel', 'spaetzle']",10.00,1.90Min.,€€,52.523971877722374,13.409258666270404,
Good n Vegan Kreuzberg,9.0,This is a virtual venue,10963,Berlin,"['vegan', 'european', 'hamburger']",,,€€,52.5038107,13.3804042,
Mövenpick Restaurant Berlin,7.4,Schöneberger Str. 3,10963,Berlin,"['bowl', 'european', 'vegetable']",10.00,1.90Min.,€€,52.5038107,13.3804042,
Weltwirtschaft am HKW,,John Foster Dulles Allee 10,10557,Berlin,"['european', 'pizza', 'german']",10.00,1.90Min.,€€,52.51928550268709,13.364887312045054,
Vino e Basilico,9.0,Tucholskystraße 18/20,10117,Berlin,"['italian', 'pasta', 'Mozzarella']",,,€€€,52.5252037,13.3932662,
The Indique,7.8,Ziegelstraße 29,10117,Berlin,"['indian', 'contemporary', 'rice']",10.00,1.90Min.,€€€,52.52367950000001,13.3906793,
Restaurant acht&dreissig,8.0,Oranienburger Str. 38,10117,Berlin,"['german', 'meat']",10.00,1.90Min.,€€€,52.5254649,13.391443,
Quchnia,8.0,Markgrafenstr. 35,10117,Berlin,"['european', 'pizza', 'bowl']",,,€€€,52.51279599999999,13.3937831,
Listo Lounge,,Mohrenstraße 30,10117,Berlin,"['sandwich', 'steak', 'pasta']",10.00,1.90Min.,€€€,52.5121406,13.3928272,
Hayal Meyhane Mezze Bar,,Charlottenstraße 13,10969,Berlin,"['meze', 'turkish', 'oriental']",10.00,1.90Min.,€€€,52.50700379103972,13.393261459010299,
